ConsumerId,ChoiceSetId,AlternativeIdInSet,Choice,brand_confidence,purchase_condition,package_condition,content_viewer,dispatch_time,order_method,price
45,675,3,1,Amarillo,Contado,Desgastado,Con indicador,Día siguiente,Call Center,2.789
46,676,1,1,Naranja,Contado,Impecable,Con indicador,Día siguiente,Web,2.609
46,676,2,0,Naranja,Contado,Desgastado,Sin indicador,Express,Call Center,2.609
46,676,3,0,Amarillo,Contado,Desgastado,Sin indicador,Normal,Call Center,2.699
46,677,1,0,Blanco,Contado,Desgastado,Sin indicador,Express,App,2.609
46,677,2,0,Amarillo,3 cuotas,Desgastado,Sin indicador,Normal,Web,2.789
46,677,3,1,Naranja,3 cuotas,Impecable,Con indicador,Normal,Call Center,2.699
46,678,1,0,Blanco,3 cuotas,Desgastado,Sin indicador,Express,App,2.699
46,678,2,0,Blanco,3 cuotas,Impecable,Con indicador,Día siguiente,Call Center,2.789
46,678,3,1,Amarillo,Contado,Desgastado,Sin indicador,Día siguiente,App,2.699
46,679,1,1,Naranja,3 cuotas,Desgastado,Con indicador,Normal,App,2.789
46,679,2,0,Blanco,Contado,Desgastado,Sin indicador,Express,Web,2.699
46,679,3,0,Naranja,Contado,Impecable,Con indicador,Día siguiente,Call Center,2.609
46,680,1,0,Naranja,Contado,Desgastado,Con indicador,Express,Web,2.789
46,680,2,1,Naranja,3 cuotas,Impecable,Sin indicador,Día siguiente,Call Center,2.609
46,680,3,0,Amarillo,3 cuotas,Impecable,Sin indicador,Express,Call Center,2.789
46,681,1,1,Naranja,3 cuotas,Impecable,Con indicador,Express,App,2.789
46,681,2,0,Amarillo,3 cuotas,Impecable,Sin indicador,Express,App,2.609
46,681,3,0,Blanco,3 cuotas,Desgastado,Con indicador,Día siguiente,Call Center,2.789
46,682,1,1,Amarillo,3 cuotas,Desgastado,Sin indicador,Express,Call Center,2.699
46,682,2,0,Blanco,3 cuotas,Impecable,Sin indicador,Express,Web,2.789
46,682,3,0,Naranja,Contado,Impecable,Sin indicador,Día siguiente,Call Center,2.789
46,683,1,1,Naranja,Contado,Desgastado,Con indicador,Express,Call Center,2.789
46,683,2,0,Amarillo,Contado,Impecable,Con indicador,Normal,App,2.789
46,683,3,0,Amarillo,Contado,Impecable,Sin indicador,Express,App,2.789
46,684,1,0,Amarillo,Contado,Impecable,Con indicador,Express,Call Center,2.699
46,684,2,0,Blanco,Contado,Desgastado,Sin indicador,Normal,Call Center,2.609
46,684,3,1,Amarillo,3 cuotas,Impecable,Con indicador,Express,App,2.789
46,685,1,0,Blanco,3 cuotas,Impecable,Con indicador,Día siguiente,App,2.699
46,685,2,0,Amarillo,Contado,Impecable,Con indicador,Express,Call Center,2.609
46,685,3,1,Amarillo,Contado,Impecable,Sin indicador,Normal,Web,2.609
46,686,1,1,Naranja,Contado,Impecable,Con indicador,Normal,Web,2.699
46,686,2,0,Naranja,Contado,Desgastado,Con indicador,Normal,App,2.699
46,686,3,0,Amarillo,Contado,Desgastado,Sin indicador,Express,Web,2.609
46,687,1,1,Amarillo,Contado,Impecable,Con indicador,Normal,Call Center,2.789
46,687,2,0,Naranja,3 cuotas,Desgastado,Sin indicador,Día siguiente,Web,2.609
46,687,3,0,Blanco,Contado,Impecable,Con indicador,Día siguiente,Web,2.609
46,688,1,1,Blanco,Contado,Impecable,Sin indicador,Día siguiente,Call Center,2.789
46,688,2,0,Blanco,3 cuotas,Impecable,Sin indicador,Express,Web,2.699
46,688,3,0,Amarillo,3 cuotas,Desgastado,Sin indicador,Día siguiente,App,2.789
46,689,1,1,Blanco,3 cuotas,Desgastado,Sin indicador,Día siguiente,Call Center,2.609
46,689,2,0,Blanco,3 cuotas,Desgastado,Sin indicador,Normal,Web,2.609
46,689,3,0,Naranja,Contado,Desgastado,Sin indicador,Normal,App,2.789
46,690,1,0,Amarillo,Contado,Impecable,Sin indicador,Día siguiente,Call Center,2.699
46,690,2,1,Naranja,Contado,Impecable,Con indicador,Día siguiente,App,2.789
46,690,3,0,Blanco,Contado,Desgastado,Con indicador,Express,Web,2.789
47,691,1,0,Naranja,Contado,Desgastado,Con indicador,Normal,App,2.609
47,691,2,0,Amarillo,3 cuotas,Impecable,Sin indicador,Express,App,2.609
47,691,3,1,Amarillo,3 cuotas,Desgastado,Sin indicador,Normal,Web,2.789
47,692,1,1,Naranja,3 cuotas,Impecable,Sin indicador,Express,Web,2.609
47,692,2,0,Blanco,Contado,Desgastado,Con indicador,Día siguiente,Web,2.789
47,692,3,0,Blanco,3 cuotas,Impecable,Con indicador,Normal,Call Center,2.699
47,693,1,1,Blanco,3 cuotas,Impecable,Sin indicador,Express,Call Center,2.609
47,693,2,0,Amarillo,3 cuotas,Impecable,Con indicador,Día siguiente,Web,2.609
47,693,3,0,Blanco,3 cuotas,Impecable,Sin indicador,Día siguiente,Web,2.609
47,694,1,0,Naranja,Contado,Impecable,Sin indicador,Normal,Call Center,2.699
47,694,2,1,Blanco,3 cuotas,Impecable,Con indicador,Normal,App,2.699
47,694,3,0,Naranja,3 cuotas,Impecable,Con indicador,Normal,Call Center,2.699
47,695,1,1,Amarillo,Contado,Impecable,Con indicador,Normal,App,2.699
47,695,2,0,Blanco,Contado,Impecable,Sin indicador,Express,Web,2.789
47,695,3,0,Amarillo,Contado,Desgastado,Con indicador,Día siguiente,Web,2.789
47,696,1,1,Amarillo,3 cuotas,Desgastado,Sin indicador,Express,App,2.609
47,696,2,0,Blanco,3 cuotas,Desgastado,Con indicador,Día siguiente,Call Center,2.699
47,696,3,0,Blanco,Contado,Desgastado,Sin indicador,Día siguiente,App,2.699
47,697,1,1,Naranja,3 cuotas,Desgastado,Con indicador,Normal,Web,2.699
47,697,2,0,Blanco,Contado,Desgastado,Sin indicador,Normal,Call Center,2.789
47,697,3,0,Amarillo,3 cuotas,Impecable,Sin indicador,Express,App,2.699
47,698,1,0,Blanco,Contado,Impecable,Sin indicador,Normal,App,2.699
47,698,2,1,Blanco,Contado,Desgastado,Con indicador,Día siguiente,App,2.609
47,698,3,0,Naranja,Contado,Impecable,Sin indicador,Normal,Web,2.609
47,699,1,1,Amarillo,Contado,Impecable,Con indicador,Express,App,2.609
47,699,2,0,Naranja,Contado,Desgastado,Sin indicador,Normal,App,2.789
47,699,3,0,Blanco,3 cuotas,Impecable,Con indicador,Día siguiente,Web,2.609
47,700,1,0,Amarillo,Contado,Impecable,Sin indicador,Normal,App,2.789
47,700,2,1,Blanco,3 cuotas,Desgastado,Sin indicador,Express,Web,2.789
47,700,3,0,Amarillo,Contado,Desgastado,Sin indicador,Día siguiente,Web,2.609
47,701,1,0,Blanco,Contado,Desgastado,Sin indicador,Express,Web,2.699
47,701,2,0,Blanco,Contado,Desgastado,Sin indicador,Express,App,2.609
47,701,3,1,Blanco,Contado,Impecable,Con indicador,Día siguiente,Call Center,2.609
47,702,1,0,Amarillo,3 cuotas,Impecable,Sin indicador,Express,Call Center,2.789
47,702,2,0,Amarillo,Contado,Desgastado,Sin indicador,Express,App,2.699
47,702,3,1,Naranja,3 cuotas,Impecable,Sin indicador,Express,Web,2.699
47,703,1,0,Amarillo,3 cuotas,Desgastado,Con indicador,Día siguiente,App,2.699
47,703,2,1,Amarillo,Contado,Impecable,Con indicador,Express,Call Center,2.609
47,703,3,0,Amarillo,Contado,Impecable,Con indicador,Normal,Call Center,2.789
47,704,1,0,Naranja,3 cuotas,Impecable,Sin indicador,Normal,Call Center,2.699
47,704,2,1,Amarillo,Contado,Impecable,Con indicador,Normal,App,2.609
47,704,3,0,Blanco,Contado,Desgastado,Sin indicador,Normal,Call Center,2.609
47,705,1,0,Blanco,3 cuotas,Impecable,Con indicador,Normal,Web,2.699
47,705,2,1,Amarillo,Contado,Desgastado,Sin indicador,Express,App,2.609
47,705,3,0,Naranja,Contado,Desgastado,Sin indicador,Normal,Call Center,2.609
48,706,1,0,Amarillo,Contado,Desgastado,Sin indicador,Express,App,2.609
48,706,2,1,Amarillo,Contado,Desgastado,Con indicador,Express,Call Center,2.789
48,706,3,0,Amarillo,Contado,Impecable,Con indicador,Normal,Call Center,2.789
48,707,1,1,Amarillo,Contado,Impecable,Con indicador,Día siguiente,Call Center,2.609
48,707,2,0,Amarillo,3 cuotas,Impecable,Con indicador,Express,App,2.789
48,707,3,0,Naranja,Contado,Impecable,Con indicador,Normal,Web,2.699
48,708,1,1,Amarillo,Contado,Impecable,Sin indicador,Express,Web,2.699
48,708,2,0,Blanco,3 cuotas,Impecable,Sin indicador,Normal,Call Center,2.699
48,708,3,0,Blanco,3 cuotas,Impecable,Sin indicador,Normal,Call Center,2.789
48,709,1,0,Blanco,3 cuotas,Impecable,Sin indicador,Express,Web,2.789
48,709,2,0,Blanco,Contado,Impecable,Sin indicador,Normal,Web,2.609
48,709,3,1,Naranja,Contado,Desgastado,Sin indicador,Normal,Call Center,2.609
48,710,1,1,Naranja,3 cuotas,Desgastado,Sin indicador,Express,App,2.609
48,710,2,0,Amarillo,Contado,Desgastado,Sin indicador,Express,Call Center,2.789
48,710,3,0,Naranja,3 cuotas,Desgastado,Sin indicador,Normal,Web,2.789
48,711,1,0,Amarillo,3 cuotas,Desgastado,Con indicador,Express,App,2.699
48,711,2,1,Amarillo,3 cuotas,Impecable,Con indicador,Normal,Call Center,2.699
48,711,3,0,Blanco,3 cuotas,Impecable,Sin indicador,Normal,App,2.699
48,712,1,0,Naranja,Contado,Desgastado,Con indicador,Express,Web,2.609
48,712,2,1,Naranja,3 cuotas,Impecable,Con indicador,Express,App,2.789
48,712,3,0,Blanco,3 cuotas,Desgastado,Con indicador,Normal,Web,2.789
48,713,1,0,Naranja,Contado,Desgastado,Con indicador,Normal,Web,2.699
48,713,2,1,Amarillo,3 cuotas,Impecable,Con indicador,Normal,App,2.699
48,713,3,0,Blanco,3 cuotas,Impecable,Con indicador,Express,Web,2.609
48,714,1,1,Naranja,Contado,Impecable,Con indicador,Normal,App,2.699
48,714,2,0,Blanco,3 cuotas,Impecable,Con indicador,Día siguiente,Web,2.609
48,714,3,0,Naranja,3 cuotas,Impecable,Sin indicador,Normal,Web,2.699
48,715,1,0,Blanco,3 cuotas,Desgastado,Sin indicador,Normal,Call Center,2.789
48,715,2,0,Naranja,Contado,Impecable,Con indicador,Normal,Call Center,2.699
48,715,3,1,Naranja,Contado,Desgastado,Sin indicador,Normal,Web,2.789
48,716,1,0,Amarillo,Contado,Desgastado,Con indicador,Día siguiente,App,2.789
48,716,2,1,Naranja,3 cuotas,Impecable,Con indicador,Normal,App,2.699
48,716,3,0,Amarillo,Contado,Impecable,Sin indicador,Normal,App,2.789
48,717,1,0,Blanco,Contado,Impecable,Sin indicador,Normal,App,2.699
48,717,2,1,Amarillo,3 cuotas,Desgastado,Con indicador,Express,Web,2.699
48,717,3,0,Amarillo,Contado,Desgastado,Con indicador,Día siguiente,Web,2.699
48,718,1,1,Amarillo,3 cuotas,Desgastado,Con indicador,Express,App,2.789
48,718,2,0,Amarillo,Contado,Desgastado,Sin indicador,Día siguiente,App,2.699
48,718,3,0,Blanco,3 cuotas,Desgastado,Sin indicador,Express,Call Center,2.789
48,719,1,0,Blanco,Contado,Desgastado,Con indicador,Express,App,2.609
48,719,2,1,Amarillo,3 cuotas,Desgastado,Con indicador,Normal,Web,2.609
48,719,3,0,Amarillo,Contado,Impecable,Sin indicador,Express,Call Center,2.609
48,720,1,1,Blanco,Contado,Impecable,Con indicador,Día siguiente,App,2.699
48,720,2,0,Blanco,3 cuotas,Impecable,Sin indicador,Express,Web,2.699
48,720,3,0,Naranja,Contado,Desgastado,Sin indicador,Express,Call Center,2.699
49,721,1,1,Amarillo,3 cuotas,Impecable,Con indicador,Express,App,2.699
49,721,2,0,Blanco,Contado,Desgastado,Con indicador,Express,Call Center,2.699
49,721,3,0,Blanco,3 cuotas,Impecable,Con indicador,Normal,Call Center,2.609
49,722,1,0,Blanco,3 cuotas,Impecable,Con indicador,Normal,Web,2.699
49,722,2,1,Blanco,3 cuotas,Impecable,Con indicador,Normal,Call Center,2.699
49,722,3,0,Naranja,Contado,Impecable,Con indicador,Normal,Web,2.609
49,723,1,0,Amarillo,Contado,Desgastado,Con indicador,Día siguiente,Call Center,2.699
49,723,2,1,Amarillo,3 cuotas,Desgastado,Sin indicador,Express,Call Center,2.699
49,723,3,0,Naranja,Contado,Desgastado,Con indicador,Express,Web,2.699
49,724,1,0,Amarillo,Contado,Desgastado,Sin indicador,Normal,App,2.789
49,724,2,0,Blanco,Contado,Impecable,Sin indicador,Normal,Web,2.789
49,724,3,1,Naranja,Contado,Impecable,Sin indicador,Normal,Call Center,2.699
49,725,1,1,Naranja,Contado,Impecable,Con indicador,Normal,App,2.789
49,725,2,0,Amarillo,Contado,Desgastado,Con indicador,Día siguiente,Web,2.789
49,725,3,0,Blanco,Contado,Impecable,Sin indicador,Día siguiente,Web,2.699
49,726,1,0,Naranja,Contado,Desgastado,Con indicador,Express,Call Center,2.789
49,726,2,0,Blanco,3 cuotas,Impecable,Sin indicador,Día siguiente,Web,2.609
49,726,3,1,Naranja,3 cuotas,Desgastado,Con indicador,Día siguiente,App,2.789
49,727,1,1,Naranja,3 cuotas,Impecable,Sin indicador,Normal,Web,2.609
49,727,2,0,Amarillo,3 cuotas,Desgastado,Sin indicador,Express,Call Center,2.609
49,727,3,0,Naranja,3 cuotas,Impecable,Sin indicador,Normal,App,2.699
49,728,1,0,Naranja,3 cuotas,Desgastado,Sin indicador,Día siguiente,Web,2.699
49,728,2,0,Blanco,Contado,Desgastado,Con indicador,Día siguiente,Web,2.789
49,728,3,1,Amarillo,Contado,Impecable,Con indicador,Día siguiente,App,2.609
49,729,1,0,Amarillo,3 cuotas,Impecable,Sin indicador,Normal,Web,2.789
49,729,2,0,Amarillo,Contado,Impecable,Con indicador,Normal,App,2.699
49,729,3,1,Naranja,3 cuotas,Desgastado,Con indicador,Express,Call Center,2.609
49,730,1,0,Naranja,3 cuotas,Impecable,Sin indicador,Express,App,2.789
49,730,2,1,Amarillo,3 cuotas,Desgastado,Con indicador,Normal,Call Center,2.789
49,730,3,0,Amarillo,3 cuotas,Desgastado,Sin indicador,Día siguiente,Call Center,2.789
49,731,1,0,Amarillo,3 cuotas,Impecable,Con indicador,Día siguiente,Web,2.789
49,731,2,1,Naranja,Contado,Impecable,Sin indicador,Express,Call Center,2.789
49,731,3,0,Amarillo,3 cuotas,Impecable,Con indicador,Express,Call Center,2.609
49,732,1,0,Amarillo,Contado,Desgastado,Con indicador,Express,App,2.609
49,732,2,0,Blanco,Contado,Impecable,Sin indicador,Día siguiente,App,2.609
49,732,3,1,Naranja,3 cuotas,Impecable,Con indicador,Express,App,2.789
49,733,1,1,Naranja,3 cuotas,Desgastado,Con indicador,Express,Call Center,2.699
49,733,2,0,Naranja,3 cuotas,Desgastado,Sin indicador,Día siguiente,Web,2.609
49,733,3,0,Blanco,3 cuotas,Impecable,Sin indicador,Normal,App,2.699
49,734,1,1,Amarillo,Contado,Impecable,Con indicador,Día siguiente,Call Center,2.699
49,734,2,0,Blanco,Contado,Impecable,Con indicador,Express,App,2.789
49,734,3,0,Amarillo,3 cuotas,Desgastado,Sin indicador,Express,App,2.789
49,735,1,0,Amarillo,3 cuotas,Desgastado,Con indicador,Express,Call Center,2.789
49,735,2,1,Amarillo,Contado,Impecable,Con indicador,Día siguiente,Call Center,2.609
49,735,3,0,Blanco,Contado,Impecable,Sin indicador,Express,Web,2.789
50,736,1,0,Naranja,3 cuotas,Desgastado,Con indicador,Express,Call Center,2.699
50,736,2,1,Blanco,Contado,Desgastado,Sin indicador,Normal,App,2.699
50,736,3,0,Amarillo,3 cuotas,Impecable,Con indicador,Express,Call Center,2.609
50,737,1,0,Naranja,3 cuotas,Impecable,Sin indicador,Día siguiente,Web,2.699
50,737,2,1,Amarillo,Contado,Desgastado,Con indicador,Día siguiente,Web,2.699
50,737,3,0,Blanco,3 cuotas,Impecable,Con indicador,Día siguiente,Call Center,2.789
50,738,1,1,Naranja,Contado,Impecable,Con indicador,Día siguiente,Call Center,2.789
50,738,2,0,Amarillo,3 cuotas,Desgastado,Con indicador,Express,Call Center,2.609
50,738,3,0,Amarillo,Contado,Impecable,Con indicador,Express,Call Center,2.699
50,739,1,1,Naranja,3 cuotas,Impecable,Con indicador,Día siguiente,App,2.609
50,739,2,0,Blanco,Contado,Desgastado,Con indicador,Día siguiente,Call Center,2.609
50,739,3,0,Naranja,Contado,Desgastado,Sin indicador,Día siguiente,Web,2.789
50,740,1,0,Amarillo,Contado,Impecable,Sin indicador,Normal,Call Center,2.699
50,740,2,1,Naranja,3 cuotas,Impecable,Con indicador,Normal,Call Center,2.699
50,740,3,0,Amarillo,Contado,Impecable,Con indicador,Express,Web,2.789
50,741,1,0,Amarillo,3 cuotas,Impecable,Con indicador,Día siguiente,Web,2.699
50,741,2,1,Amarillo,Contado,Desgastado,Con indicador,Normal,Web,2.609
50,741,3,0,Naranja,3 cuotas,Desgastado,Sin indicador,Día siguiente,Call Center,2.789
50,742,1,0,Blanco,3 cuotas,Desgastado,Sin indicador,Día siguiente,Call Center,2.789
50,742,2,1,Naranja,Contado,Impecable,Sin indicador,Normal,App,2.789
50,742,3,0,Amarillo,3 cuotas,Impecable,Sin indicador,Express,Call Center,2.789
50,743,1,0,Blanco,3 cuotas,Desgastado,Sin indicador,Express,App,2.609
50,743,2,0,Amarillo,3 cuotas,Desgastado,Con indicador,Normal,Call Center,2.699
50,743,3,1,Amarillo,3 cuotas,Impecable,Sin indicador,Normal,Web,2.699
50,744,1,1,Naranja,Contado,Desgastado,Con indicador,Express,Web,2.789
50,744,2,0,Blanco,Contado,Desgastado,Con indicador,Día siguiente,App,2.609
50,744,3,0,Amarillo,Contado,Desgastado,Sin indicador,Día siguiente,Web,2.609
50,745,1,0,Amarillo,Contado,Desgastado,Sin indicador,Día siguiente,App,2.789
50,745,2,0,Amarillo,3 cuotas,Impecable,Sin indicador,Normal,App,2.609
50,745,3,1,Naranja,3 cuotas,Impecable,Con indicador,Día siguiente,App,2.699
50,746,1,0,Amarillo,Contado,Desgastado,Con indicador,Normal,Web,2.789
50,746,2,0,Naranja,3 cuotas,Impecable,Sin indicador,Normal,Call Center,2.789
50,746,3,1,Amarillo,Contado,Impecable,Sin indicador,Express,App,2.789
50,747,1,1,Blanco,3 cuotas,Desgastado,Sin indicador,Normal,Web,2.789
50,747,2,0,Naranja,3 cuotas,Desgastado,Con indicador,Día siguiente,Call Center,2.609
50,747,3,0,Amarillo,3 cuotas,Desgastado,Con indicador,Express,App,2.609
50,748,1,1,Amarillo,3 cuotas,Impecable,Con indicador,Express,App,2.699
50,748,2,0,Amarillo,3 cuotas,Impecable,Con indicador,Normal,App,2.699
50,748,3,0,Amarillo,3 cuotas,Impecable,Con indicador,Día siguiente,Web,2.789
50,749,1,1,Blanco,Contado,Impecable,Sin indicador,Express,Call Center,2.609
50,749,2,0,Amarillo,3 cuotas,Impecable,Con indicador,Normal,Call Center,2.699
50,749,3,0,Amarillo,3 cuotas,Desgastado,Con indicador,Normal,App,2.699
50,750,1,0,Amarillo,3 cuotas,Desgastado,Con indicador,Normal,Web,2.789
50,750,2,1,Blanco,Contado,Desgastado,Con indicador,Express,App,2.699
50,750,3,0,Naranja,Contado,Desgastado,Con indicador,Día siguiente,Web,2.789
51,751,1,0,Naranja,Contado,Desgastado,Con indicador,Express,Call Center,2.789
51,751,2,0,Naranja,Contado,Desgastado,Con indicador,Día siguiente,Call Center,2.699
51,751,3,1,Amarillo,Contado,Impecable,Con indicador,Normal,App,2.609
51,752,1,0,Blanco,3 cuotas,Desgastado,Con indicador,Normal,Web,2.789
51,752,2,1,Naranja,3 cuotas,Impecable,Con indicador,Normal,App,2.609
51,752,3,0,Naranja,Contado,Desgastado,Con indicador,Día siguiente,Call Center,2.789
51,753,1,0,Amarillo,3 cuotas,Desgastado,Con indicador,Normal,App,2.609
51,753,2,1,Naranja,Contado,Desgastado,Con indicador,Express,App,2.609
51,753,3,0,Blanco,3 cuotas,Impecable,Sin indicador,Express,Web,2.699
51,754,1,0,Blanco,3 cuotas,Desgastado,Sin indicador,Día siguiente,Call Center,2.699
51,754,2,0,Naranja,3 cuotas,Impecable,Sin indicador,Normal,Call Center,2.609
51,754,3,1,Naranja,3 cuotas,Impecable,Sin indicador,Express,Call Center,2.699
51,755,1,1,Amarillo,Contado,Desgastado,Sin indicador,Día siguiente,App,2.789
51,755,2,0,Amarillo,3 cuotas,Desgastado,Con indicador,Día siguiente,Call Center,2.699
51,755,3,0,Naranja,3 cuotas,Impecable,Sin indicador,Normal,Call Center,2.789
51,756,1,0,Naranja,3 cuotas,Desgastado,Con indicador,Día siguiente,App,2.789
51,756,2,0,Blanco,3 cuotas,Desgastado,Sin indicador,Normal,Web,2.609
51,756,3,1,Naranja,Contado,Desgastado,Con indicador,Express,Web,2.699
51,757,1,0,Blanco,3 cuotas,Desgastado,Sin indicador,Normal,Web,2.789
51,757,2,0,Blanco,Contado,Impecable,Con indicador,Express,Call Center,2.609
51,757,3,1,Amarillo,3 cuotas,Impecable,Con indicador,Express,App,2.789
51,758,1,0,Amarillo,Contado,Desgastado,Sin indicador,Día siguiente,Call Center,2.699
51,758,2,0,Blanco,3 cuotas,Impecable,Sin indicador,Normal,Call Center,2.609
51,758,3,1,Naranja,Contado,Desgastado,Sin indicador,Normal,Web,2.789
51,759,1,0,Amarillo,Contado,Impecable,Con indicador,Express,Call Center,2.699
51,759,2,1,Amarillo,3 cuotas,Desgastado,Con indicador,Normal,Call Center,2.699
51,759,3,0,Amarillo,Contado,Impecable,Sin indicador,Express,App,2.609
51,760,1,0,Blanco,3 cuotas,Impecable,Sin indicador,Día siguiente,Call Center,2.609
51,760,2,0,Naranja,Contado,Impecable,Con indicador,Día siguiente,App,2.609
51,760,3,1,Naranja,3 cuotas,Desgastado,Con indicador,Normal,Web,2.699
51,761,1,1,Naranja,3 cuotas,Desgastado,Sin indicador,Express,Web,2.699
51,761,2,0,Naranja,Contado,Desgastado,Sin indicador,Día siguiente,App,2.699
51,761,3,0,Amarillo,Contado,Desgastado,Con indicador,Normal,Web,2.789
51,762,1,0,Naranja,3 cuotas,Desgastado,Sin indicador,Express,App,2.609
51,762,2,1,Amarillo,Contado,Desgastado,Con indicador,Express,App,2.609
51,762,3,0,Naranja,3 cuotas,Impecable,Con indicador,Día siguiente,Web,2.699
51,763,1,1,Blanco,Contado,Desgastado,Sin indicador,Express,Call Center,2.609
51,763,2,0,Amarillo,Contado,Desgastado,Sin indicador,Express,Call Center,2.699
51,763,3,0,Naranja,Contado,Desgastado,Sin indicador,Express,Web,2.699
51,764,1,1,Amarillo,3 cuotas,Impecable,Con indicador,Día siguiente,Web,2.609
51,764,2,0,Blanco,3 cuotas,Desgastado,Sin indicador,Express,App,2.699
51,764,3,0,Amarillo,Contado,Desgastado,Sin indicador,Día siguiente,Web,2.699
51,765,1,1,Blanco,3 cuotas,Desgastado,Sin indicador,Express,App,2.609
51,765,2,0,Amarillo,3 cuotas,Desgastado,Con indicador,Express,Call Center,2.789
51,765,3,0,Naranja,3 cuotas,Impecable,Sin indicador,Normal,App,2.699
52,766,1,1,Blanco,3 cuotas,Impecable,Con indicador,Normal,App,2.699
52,766,2,0,Blanco,Contado,Desgastado,Sin indicador,Express,Call Center,2.609
52,766,3,0,Amarillo,3 cuotas,Desgastado,Sin indicador,Express,Call Center,2.699
52,767,1,1,Blanco,Contado,Desgastado,Sin indicador,Día siguiente,App,2.699
52,767,2,0,Amarillo,3 cuotas,Impecable,Con indicador,Normal,Call Center,2.789
52,767,3,0,Blanco,3 cuotas,Desgastado,Con indicador,Día siguiente,Call Center,2.699
52,768,1,0,Naranja,Contado,Desgastado,Con indicador,Día siguiente,Web,2.789
52,768,2,1,Blanco,Contado,Impecable,Con indicador,Express,App,2.609
52,768,3,0,Blanco,Contado,Impecable,Con indicador,Express,App,2.789
52,769,1,0,Blanco,Contado,Desgastado,Con indicador,Express,Web,2.789
52,769,2,1,Blanco,3 cuotas,Desgastado,Con indicador,Día siguiente,App,2.609
52,769,3,0,Amarillo,3 cuotas,Desgastado,Con indicador,Express,Call Center,2.609
52,770,1,1,Naranja,Contado,Impecable,Con indicador,Express,Call Center,2.699
52,770,2,0,Amarillo,3 cuotas,Desgastado,Sin indicador,Normal,Web,2.609
52,770,3,0,Amarillo,Contado,Impecable,Sin indicador,Express,Web,2.609
52,771,1,0,Naranja,Contado,Impecable,Con indicador,Normal,Call Center,2.609
52,771,2,1,Amarillo,3 cuotas,Impecable,Sin indicador,Express,App,2.699
52,771,3,0,Naranja,3 cuotas,Desgastado,Con indicador,Día siguiente,App,2.609
52,772,1,0,Naranja,Contado,Desgastado,Con indicador,Express,Web,2.609
52,772,2,1,Blanco,3 cuotas,Desgastado,Sin indicador,Normal,Call Center,2.609
52,772,3,0,Amarillo,3 cuotas,Desgastado,Con indicador,Express,Call Center,2.789
52,773,1,0,Naranja,Contado,Impecable,Sin indicador,Día siguiente,Call Center,2.699
52,773,2,0,Amarillo,3 cuotas,Desgastado,Con indicador,Día siguiente,Web,2.609
52,773,3,1,Naranja,Contado,Impecable,Con indicador,Día siguiente,Call Center,2.699
52,774,1,0,Amarillo,3 cuotas,Impecable,Con indicador,Normal,App,2.789
52,774,2,0,Blanco,Contado,Desgastado,Con indicador,Normal,Web,2.609
52,774,3,1,Naranja,Contado,Impecable,Con indicador,Normal,App,2.699
52,775,1,1,Amarillo,Contado,Impecable,Con indicador,Día siguiente,Web,2.789
52,775,2,0,Amarillo,Contado,Desgastado,Sin indicador,Normal,Web,2.609
52,775,3,0,Naranja,Contado,Impecable,Con indicador,Día siguiente,Call Center,2.609
52,776,1,1,Blanco,3 cuotas,Desgastado,Sin indicador,Express,App,2.699
52,776,2,0,Amarillo,3 cuotas,Desgastado,Sin indicador,Normal,Web,2.789
52,776,3,0,Amarillo,3 cuotas,Desgastado,Sin indicador,Normal,App,2.789
52,777,1,0,Amarillo,Contado,Desgastado,Con indicador,Express,Web,2.789
52,777,2,0,Amarillo,3 cuotas,Impecable,Sin indicador,Día siguiente,Call Center,2.699
52,777,3,1,Amarillo,Contado,Desgastado,Con indicador,Día siguiente,Web,2.789
52,778,1,0,Naranja,3 cuotas,Desgastado,Con indicador,Express,Call Center,2.789
52,778,2,1,Amarillo,3 cuotas,Desgastado,Sin indicador,Express,Web,2.789
52,778,3,0,Naranja,Contado,Desgastado,Con indicador,Express,App,2.699
52,779,1,1,Amarillo,3 cuotas,Impecable,Sin indicador,Día siguiente,App,2.609
52,779,2,0,Blanco,Contado,Desgastado,Sin indicador,Express,Web,2.609
52,779,3,0,Amarillo,3 cuotas,Impecable,Sin indicador,Express,Call Center,2.609
52,780,1,0,Blanco,Contado,Desgastado,Sin indicador,Día siguiente,Web,2.699
52,780,2,0,Naranja,3 cuotas,Impecable,Con indicador,Normal,Call Center,2.789
52,780,3,1,Naranja,Contado,Impecable,Con indicador,Día siguiente,App,2.609
53,781,1,0,Naranja,3 cuotas,Impecable,Sin indicador,Normal,Web,2.699
53,781,2,1,Amarillo,Contado,Desgastado,Con indicador,Normal,Web,2.789
53,781,3,0,Amarillo,3 cuotas,Desgastado,Sin indicador,Normal,Call Center,2.609
53,782,1,0,Amarillo,Contado,Impecable,Con indicador,Normal,Call Center,2.789
53,782,2,1,Naranja,3 cuotas,Desgastado,Con indicador,Día siguiente,App,2.789
53,782,3,0,Amarillo,Contado,Desgastado,Sin indicador,Express,Web,2.609
53,783,1,1,Amarillo,3 cuotas,Desgastado,Con indicador,Express,App,2.789
53,783,2,0,Blanco,3 cuotas,Impecable,Sin indicador,Express,Web,2.789
53,783,3,0,Naranja,3 cuotas,Impecable,Sin indicador,Express,Web,2.609
